aX,aY,aZ,gX,gY,gZ
-0.335,0.645,-0.744,-0.793,3.052,-10.193
-0.383,0.669,-0.756,0.488,3.540,-13.184
-0.438,0.689,-0.777,2.197,3.845,-17.578
-0.499,0.722,-0.812,3.601,3.540,-23.926
-0.569,0.751,-0.861,5.371,2.747,-31.799
-0.652,0.781,-0.932,7.446,2.991,-40.405
-0.744,0.829,-0.999,8.301,4.700,-49.255
-0.846,0.897,-1.051,8.301,7.751,-57.678

-1.015,1.112,-1.172,7.812,21.912,-73.975
-1.044,1.266,-1.231,9.216,34.119,-80.078
-1.014,1.452,-1.332,13.123,49.622,-83.923
-0.953,1.654,-1.428,18.311,63.965,-86.670
-0.871,1.844,-1.482,26.611,73.059,-90.454
-0.787,1.975,-1.516,40.771,77.332,-96.436
-0.685,2.042,-1.521,60.181,79.529,-104.248
-0.548,2.066,-1.550,86.792,82.458,-110.352
-0.364,2.057,-1.554,114.441,83.557,-112.366
-0.204,2.036,-1.519,128.723,84.778,-110.168
-0.023,2.000,-1.506,140.503,88.013,-104.248
0.148,1.929,-1.493,152.832,91.187,-95.581
0.328,1.818,-1.461,165.710,92.468,-86.548
0.558,1.648,-1.419,178.162,91.553,-78.125
0.819,1.431,-1.365,183.472,90.149,-66.345
1.069,1.197,-1.270,177.734,88.684,-45.349
1.317,0.970,-1.134,162.903,87.646,-15.320
1.539,0.785,-1.016,145.874,86.975,19.348
1.672,0.669,-0.945,133.484,80.627,50.598
1.744,0.524,-0.891,132.629,61.768,65.002
1.771,0.339,-0.837,137.817,34.912,63.538
1.779,0.153,-0.785,142.700,5.859,58.960
1.775,0.023,-0.757,146.606,-20.813,62.012
1.747,-0.125,-0.707,149.902,-44.739,69.763
1.715,-0.329,-0.663,151.733,-65.613,75.317
1.669,-0.560,-0.643,150.818,-84.106,79.285
1.588,-0.762,-0.609,143.372,-102.661,83.374
1.460,-0.925,-0.585,130.188,-120.117,87.280
1.280,-1.050,-0.591,115.173,-134.644,89.722
1.077,-1.143,-0.593,100.037,-145.508,90.820
0.883,-1.224,-0.534,82.886,-155.090,90.759
0.689,-1.308,-0.452,62.988,-158.936,87.646
0.537,-1.331,-0.360,40.527,-158.020,84.045
0.382,-1.273,-0.331,20.874,-154.785,80.627
0.259,-1.226,-0.241,7.141,-155.396,70.984
0.177,-1.209,-0.148,-1.587,-158.325,54.932
0.103,-1.231,-0.066,-8.362,-162.964,39.368
-0.019,-1.254,-0.006,-19.043,-169.189,29.602
-0.202,-1.239,0.007,-34.973,-174.011,26.062
-0.397,-1.201,-0.075,-52.856,-174.561,26.306
-0.620,-1.135,-0.203,-71.594,-172.424,28.320
-0.904,-1.056,-0.323,-89.600,-172.546,28.076
-1.176,-0.970,-0.413,-105.530,-173.645,23.499
-1.436,-0.858,-0.503,-118.835,-172.546,16.357
-1.711,-0.707,-0.578,-129.456,-167.175,10.376
-1.942,-0.544,-0.680,-137.756,-153.992,5.737
-2.086,-0.399,-0.795,-144.592,-132.690,2.563
-2.143,-0.234,-0.917,-152.283,-106.934,2.441
-2.158,-0.016,-1.025,-161.926,-80.200,6.042
-2.122,0.230,-1.102,-172.546,-55.603,9.521
-2.053,0.485,-1.180,-179.260,-33.691,11.169
-1.995,0.717,-1.250,-180.237,-16.052,9.949
-1.943,0.905,-1.299,-175.659,-3.479,4.028
-1.874,1.034,-1.335,-166.382,7.202,-5.737
-1.787,1.126,-1.352,-155.457,17.639,-17.151
-1.674,1.200,-1.373,-145.203,28.198,-27.100
-1.548,1.279,-1.412,-137.390,40.039,-33.691
-1.399,1.349,-1.436,-133.301,51.514,-38.940
-1.243,1.429,-1.463,-129.272,61.401,-43.335
-1.083,1.509,-1.474,-123.169,69.458,-46.753
-0.926,1.561,-1.486,-114.990,76.660,-50.110
-0.796,1.581,-1.478,-105.103,82.458,-51.819
-0.701,1.579,-1.443,-93.689,85.938,-51.636
-0.589,1.554,-1.405,-79.712,89.722,-52.368
-0.491,1.495,-1.398,-63.782,93.872,-53.528
-0.393,1.441,-1.378,-50.232,95.581,-54.321
-0.287,1.401,-1.338,-39.551,94.116,-56.580
-0.188,1.371,-1.307,-29.785,90.393,-59.448
-0.115,1.342,-1.263,-22.339,85.632,-62.378
-0.054,1.318,-1.204,-16.296,80.322,-63.660
0.009,1.304,-1.188,-9.155,76.965,-62.622
0.066,1.313,-1.195,-0.916,74.768,-57.617
0.095,1.341,-1.176,5.920,70.251,-54.138
0.116,1.321,-1.108,12.329,63.232,-57.861
0.089,1.247,-1.079,21.729,57.129,-63.660
0.047,1.202,-1.071,33.691,55.176,-60.425
0.052,1.176,-1.061,40.894,55.847,-50.110
0.102,1.097,-1.064,42.175,60.120,-42.786
0.151,1.023,-1.085,45.410,59.509,-42.236
0.197,1.004,-1.083,48.584,52.246,-38.025
0.190,0.949,-1.044,49.500,43.518,-40.100
0.181,0.853,-0.981,52.185,33.630,-43.274
0.158,0.801,-0.956,55.908,26.489,-41.016
0.152,0.752,-0.910,54.993,20.813,-36.865
0.137,0.701,-0.863,51.514,16.235,-33.875
0.125,0.656,-0.818,48.706,12.390,-30.090
0.087,0.625,-0.805,47.241,11.597,-26.001
0.065,0.600,-0.765,48.096,10.498,-21.423
0.053,0.562,-0.732,48.218,9.888,-18.616
0.034,0.529,-0.695,44.922,11.047,-17.029
0.029,0.496,-0.664,41.870,11.658,-16.602
0.035,0.469,-0.657,40.405,11.719,-14.648
0.044,0.480,-0.649,39.063,9.888,-11.841
0.038,0.483,-0.624,39.063,5.005,-11.353
0.028,0.453,-0.594,41.138,-0.549,-14.099
0.013,0.412,-0.558,42.236,-5.737,-16.296
-0.005,0.384,-0.518,39.612,-9.583,-15.930
-0.026,0.366,-0.489,33.997,-10.498,-13.245
-0.054,0.365,-0.478,27.283,-8.972,-8.850
-0.082,0.378,-0.474,19.897,-5.859,-4.150
-0.099,0.398,-0.473,13.977,-1.282,0.000
-0.108,0.423,-0.493,10.010,3.479,4.883
-0.106,0.453,-0.511,6.836,6.958,9.033
-0.109,0.487,-0.534,3.906,8.118,11.047
-0.125,0.520,-0.542,2.502,6.226,10.010
-0.146,0.535,-0.548,3.845,2.319,6.165
-0.168,0.524,-0.552,6.348,-1.343,2.319
-0.193,0.508,-0.554,7.385,-3.906,0.671
-0.220,0.509,-0.554,5.798,-4.395,1.526
-0.238,0.519,-0.562,2.686,-2.808,3.418
-0.244,0.534,-0.575,-1.465,0.183,5.859
-0.248,0.564,-0.594,-5.981,2.747,8.911
-0.249,0.595,-0.615,-9.094,4.944,11.597
-0.248,0.627,-0.638,-10.315,6.470,13.428
-0.255,0.652,-0.651,-10.254,6.836,14.404
-0.261,0.660,-0.662,-8.850,6.714,14.526
-0.260,0.667,-0.674,-6.592,6.531,14.954
-0.261,0.672,-0.683,-5.127,6.409,15.076
-0.265,0.675,-0.676,-3.784,5.676,14.587

-0.484,1.550,-0.840,-4.211,-2.808,-49.011
-0.413,1.802,-0.920,3.357,3.113,-56.213
-0.306,2.052,-1.112,17.578,14.404,-60.242
-0.114,2.269,-1.266,30.518,26.489,-56.152
0.087,2.463,-1.410,44.006,36.987,-44.128
0.310,2.630,-1.544,60.242,42.786,-26.611
0.522,2.724,-1.679,75.317,44.373,-9.583
0.701,2.746,-1.786,90.088,39.856,4.395
0.875,2.699,-1.888,110.718,31.189,16.724
1.046,2.545,-1.930,136.169,20.630,25.391
1.230,2.223,-1.855,161.926,7.690,31.006
1.415,1.793,-1.734,182.800,-4.517,40.466
1.586,1.314,-1.552,190.857,-17.944,58.167
1.714,0.838,-1.344,185.791,-33.691,81.604
1.734,0.412,-1.219,175.598,-47.424,108.948
1.657,-0.049,-1.114,161.377,-58.594,133.728
1.527,-0.534,-0.969,143.921,-70.984,151.367
1.362,-0.983,-0.800,125.732,-83.191,162.720
1.189,-1.327,-0.648,113.770,-95.459,167.175
1.009,-1.581,-0.537,112.305,-112.915,159.241
0.776,-1.910,-0.342,122.192,-145.813,125.549
0.528,-2.339,-0.043,133.484,-194.885,64.026
0.263,-2.737,0.192,135.498,-238.220,-0.732
0.036,-3.009,0.337,119.019,-263.184,-44.067
-0.148,-3.060,0.397,77.209,-268.005,-57.556
-0.280,-2.883,0.383,18.860,-255.798,-47.119
-0.406,-2.570,0.307,-41.077,-234.619,-28.748
-0.582,-2.217,0.200,-93.384,-211.060,-12.756
-0.782,-1.821,-0.007,-130.615,-186.523,-0.244
-0.992,-1.421,-0.320,-149.841,-162.354,7.812
-1.227,-1.074,-0.673,-155.518,-147.339,8.789
-1.469,-0.768,-0.952,-156.860,-143.066,3.052
-1.683,-0.500,-1.131,-156.189,-143.250,-7.629
-1.854,-0.277,-1.204,-155.579,-139.282,-21.240
-1.960,-0.071,-1.201,-159.058,-127.014,-30.701
-1.956,0.143,-1.205,-165.771,-102.966,-31.128
-1.878,0.389,-1.254,-174.927,-71.472,-21.790
-1.758,0.678,-1.317,-183.289,-41.443,-7.507
-1.637,0.973,-1.396,-187.866,-17.761,3.906
-1.558,1.260,-1.455,-186.890,-2.808,9.399
-1.497,1.466,-1.499,-178.894,4.517,7.202
-1.452,1.563,-1.530,-164.307,9.521,-1.160
-1.400,1.574,-1.540,-145.081,14.160,-12.207
-1.339,1.548,-1.546,-127.991,21.667,-20.569
-1.265,1.540,-1.550,-118.286,32.532,-21.729
-1.193,1.562,-1.542,-112.793,45.410,-18.066
-1.112,1.589,-1.540,-106.384,57.861,-14.954
-0.991,1.586,-1.555,-97.107,68.054,-15.625
-0.886,1.521,-1.502,-85.693,73.853,-19.897
-0.854,1.571,-1.569,-71.594,80.688,-20.508
-0.691,1.450,-1.500,-63.171,80.994,-32.837
-0.649,1.343,-1.445,-54.749,77.087,-46.692
-0.553,1.304,-1.411,-42.419,77.393,-50.964
-0.461,1.335,-1.391,-30.334,75.439,-48.828
-0.405,1.306,-1.374,-21.484,77.759,-53.345
-0.327,1.262,-1.349,-11.047,79.407,-58.228
-0.248,1.240,-1.330,-0.977,80.933,-58.960
-0.016,1.171,-1.300,7.263,81.604,-60.913
-0.149,1.222,-1.328,12.451,80.811,-63.538
-0.075,1.143,-1.193,22.766,70.435,-78.613
-0.070,1.078,-1.173,37.476,61.401,-83.679
-0.057,0.962,-1.109,50.842,52.856,-91.553
-0.061,0.818,-1.030,57.861,46.753,-97.351
-0.032,0.710,-0.945,58.472,43.274,-101.990
0.053,0.679,-0.923,54.749,45.288,-98.633
0.112,0.731,-0.950,48.096,47.974,-91.187
0.160,0.836,-0.925,44.983,45.227,-80.383
0.166,0.907,-0.901,47.974,40.222,-74.951
0.166,0.902,-0.902,56.030,35.828,-75.684
0.175,0.842,-0.885,65.613,29.480,-77.637
0.177,0.750,-0.841,71.411,23.621,-77.942
0.169,0.664,-0.798,71.655,19.348,-75.134
0.172,0.590,-0.769,68.359,18.250,-68.298
0.166,0.586,-0.752,62.256,18.005,-58.044
0.141,0.602,-0.752,57.800,17.944,-48.462
0.137,0.593,-0.752,58.777,16.418,-42.114
0.121,0.576,-0.734,59.570,12.695,-39.551
0.103,0.528,-0.707,57.861,8.606,-40.039
0.086,0.465,-0.666,56.152,4.700,-40.894
0.065,0.423,-0.634,51.025,2.258,-38.391
0.057,0.417,-0.625,44.189,2.869,-32.532
0.045,0.439,-0.615,37.659,4.150,-24.902
0.029,0.450,-0.594,32.593,6.104,-18.799
0.017,0.453,-0.583,29.663,8.118,-14.771
0.009,0.455,-0.579,27.832,10.559,-11.230
-0.001,0.464,-0.571,25.208,12.756,-7.629
-0.001,0.475,-0.572,22.461,14.832,-4.517
0.004,0.510,-0.582,19.287,15.930,-2.319
0.003,0.553,-0.595,17.883,14.648,-1.404
-0.001,0.568,-0.596,18.494,11.108,-2.869
-0.017,0.559,-0.591,19.409,7.019,-5.554
-0.041,0.544,-0.581,19.470,4.150,-7.629
-0.058,0.530,-0.578,18.738,4.211,-7.690
-0.058,0.516,-0.582,16.235,6.836,-4.822
-0.048,0.525,-0.583,11.536,9.705,-0.549
-0.041,0.549,-0.585,6.775,11.719,3.479
-0.048,0.565,-0.600,3.662,12.756,6.226
-0.041,0.598,-0.614,2.502,12.085,7.935
-0.053,0.624,-0.620,1.404,9.399,8.118
-0.067,0.638,-0.632,1.526,6.592,6.897
-0.082,0.642,-0.630,3.174,3.418,5.249
-0.102,0.636,-0.622,5.493,0.366,3.906
-0.120,0.621,-0.617,7.141,-1.282,3.418
-0.127,0.605,-0.606,6.409,-1.587,3.235
-0.135,0.607,-0.601,3.723,-0.610,4.089
-0.137,0.623,-0.605,0.427,1.099,5.798
-0.128,0.652,-0.611,-2.502,2.197,7.751
-0.125,0.685,-0.612,-4.639,2.380,9.155
-0.136,0.714,-0.617,-4.456,2.136,10.010
-0.150,0.739,-0.620,-3.540,1.404,10.071
-0.161,0.739,-0.620,-1.953,0.671,8.789
-0.170,0.734,-0.621,0.366,-0.366,7.385
-0.176,0.730,-0.621,1.526,-1.099,6.531
-0.184,0.738,-0.622,1.831,-1.282,6.470
-0.195,0.745,-0.619,2.502,-1.648,6.409
-0.210,0.744,-0.616,2.686,-2.258,5.432
-0.229,0.746,-0.607,2.136,-2.686,4.395
-0.248,0.749,-0.605,1.343,-2.441,3.784
-0.262,0.751,-0.607,0.610,-1.831,2.930
